100,0.001056332966856638,-0.56794366703314325,0.001056332966856638,-2.808943667033144,0.001056332966856638,3.0380563329668564,0.74205633296685658,0.021932715794047469,0.021932715794048062,0.021932715794047469,0.021932715794049921,0.021932715794047469,0.021932715794049921,0.021932715794048062,0.13148076153197072,0.13148076153197236,0.13148076153197072,0.13148076153186822,0.13148076153197072,0.13148076153186822,0.13148076153197236,1,0
200,0.0035047666871146376,-0.56549523331288531,0.0035047666871146376,-2.8064952333128854,0.0035047666871146376,3.040504766687115,0.74450476668711496,0.024670964964861403,0.024670964964861531,0.024670964964861403,0.024670964964860525,0.024670964964861403,0.024670964964860525,0.024670964964861531,-0.017484324365437648,-0.017484324365445416,-0.017484324365437648,-0.017484324365449996,-0.017484324365437648,-0.017484324365449996,-0.017484324365445416,1,0
300,0.0059124863365710486,-0.56308751366342913,0.0059124863365710486,-2.8040875136634282,0.0059124863365710486,3.0429124863365717,0.74691248633657137,0.02379648287782073,0.023796482877820636,0.02379648287782073,0.023796482877822208,0.02379648287782073,0.023796482877822208,0.023796482877820636,-0.0014107138994326443,-0.0014107138994107903,-0.0014107138994326443,-0.0014107138994852808,-0.0014107138994326443,-0.0014107138994852808,-0.0014107138994107903,1,0
400,0.0082919638649101499,-0.56070803613509013,0.0082919638649101499,-2.8017080361350888,0.0082919638649101499,3.0452919638649121,0.74929196386491026,0.023842187484600864,0.023842187484601006,0.023842187484600864,0.02384218748460408,0.023842187484600864,0.02384218748460408,0.023842187484601006,0.0010847411031228117,0.0010847411031206988,0.0010847411031228117,0.0010847411031235763,0.0010847411031228117,0.0010847411031235763,0.0010847411031206988,1,0
500,0.010676017895091578,-0.55832398210490897,0.010676017895091578,-2.799323982104907,0.010676017895091578,3.0476760178950935,0.75167601789509142,0.023855543830534991,0.023855543830534752,0.023855543830534991,0.023855543830532528,0.023855543830534991,0.023855543830532528,0.023855543830534752,0.001177504110929194,0.0011775041109497327,0.001177504110929194,0.0011775041110359667,0.001177504110929194,0.0011775041110359667,0.0011775041109497327,1,0
600,0.01306017226714476,-0.55593982773285566,0.01306017226714476,-2.7969398277328552,0.01306017226714476,3.0500601722671461,0.75406017226714461,0.02384955385955187,0.023849553859552584,0.02384955385955187,0.023849553859553653,0.02384955385955187,0.023849553859553653,0.023849553859552584,0.0017027790889118386,0.0017027790889091723,0.0017027790889118386,0.0017027790890149755,0.0017027790889118386,0.0017027790890149755,0.0017027790889091723,1,0
700,0.015444211409638612,-0.55355578859036159,0.015444211409638612,-2.7945557885903609,0.015444211409638612,3.05244421140964,0.75644421140963836,0.023845804845305778,0.023845804845305608,0.023845804845305778,0.023845804845306916,0.023845804845305778,0.023845804845306916,0.023845804845305608,0.0020346391663060509,0.0020346391663072167,0.0020346391663060509,0.0020346391661857587,0.0020346391663060509,0.0020346391661857587,0.0020346391663072167,1,0
800,0.017828271873990182,-0.5511717281260099,0.017828271873990182,-2.7921717281260081,0.017828271873990182,3.0548282718739892,0.75882827187398982,0.023841633393621418,0.023841633393622171,0.023841633393621418,0.023841633393621227,0.023841633393621418,0.023841633393621227,0.023841633393622171,0.0021786610037785414,0.0021786610037961263,0.0021786610037785414,0.0021786610036675863,0.0021786610037785414,0.0021786610036675863,0.0021786610037961263,1,0
900,0.02021234223457483,-0.54878765776542504,0.02021234223457483,-2.7897876577654239,0.02021234223457483,3.0572123422345743,0.76121234223457412,0.023837270919251915,0.0238372709192517,0.023837270919251915,0.023837270919247068,0.023837270919251915,0.023837270919247068,0.0238372709192517,0.0021437394169431731,0.0021437394169484306,0.0021437394169431731,0.0021437394170766813,0.0021437394169431731,0.0021437394170766813,0.0021437394169484306,1,0
1000,0.022596420632087878,-0.54640357936791195,0.022596420632087878,-2.7874035793679113,0.022596420632087878,3.0595964206320869,0.76359642063208721,0.023833172115728433,0.023833172115729176,0.023833172115728433,0.023833172115727809,0.023833172115728433,0.023833172115727809,0.023833172115729176,0.0019232363218420708,0.0019232363218427552,0.0019232363218420708,0.0019232363219030182,0.0019232363218420708,0.0019232363219030182,0.0019232363218427552,1,0
